Accident_ID,Age,Driver_Experience,Vehicle_Speed,Traffic_Density,Visibility,Number_of_Vehicles,Road_Width,Historical_Accidents,Rainfall,Temperature,Hour,Day_of_Week,Weather,Road_Condition,Road_Type,Junction_Type,Lighting,Traffic_Control,Area_Type,Vehicle_Type,Driver_Distraction,Alcohol_Involved,Accident_Risk
ACC11978,42,27,62.7,5.0,11.58,3,6.7,12,0.08,28.6,12,Friday,Clear,Wet,Residential,Straight Road,Daylight,Signal,Urban,Car,No,No,Low
ACC11979,27,20,38.0,64.0,6.59,4,8.6,7,1.17,18.0,14,Friday,Fog,Wet,Highway,Intersection,Poor,Signal,Urban,Truck,No,No,High
ACC11980,24,14,69.3,19.1,10.74,4,9.5,7,7.48,31.7,8,Monday,Rain,Dry,Urban Road,Roundabout,Daylight,Traffic Police,Rural,Car,No,No,Low
ACC11981,18,0,52.0,74.7,9.03,4,5.6,6,0.51,22.5,9,Saturday,Clear,Dry,Urban Road,T-Junction,Street Lights,Signal,Urban,SUV,No,No,Medium
ACC11982,40,27,84.0,58.1,10.48,3,7.7,7,13.37,27.1,14,Monday,Rain,Dry,Urban Road,Roundabout,Daylight,Uncontrolled,Urban,SUV,Yes,No,High
ACC11983,25,11,54.3,94.8,,2,7.7,6,1.49,29.5,9,Tuesday,Cloudy,Damaged,Highway,Straight Road,Street Lights,Signal,Urban,SUV,No,No,High
ACC11984,29,21,82.1,59.2,9.17,4,7.8,8,1.63,32.9,22,Wednesday,Cloudy,Wet,Urban Road,Straight Road,Daylight,Traffic Police,Urban,SUV,Yes,No,High
ACC11985,34,17,69.5,26.1,9.8,3,8.6,6,0.43,21.1,6,Tuesday,Clear,Wet,Highway,Crossroad,Poor,Signal,Suburban,Car,No,Yes,High
ACC11986,21,14,37.2,71.3,5.95,5,8.8,6,0.89,25.0,11,Wednesday,Clear,Dry,Highway,Roundabout,Street Lights,Uncontrolled,Urban,SUV,No,Yes,High
ACC11987,51,33,48.6,60.2,12.0,4,13.3,7,28.12,27.5,16,Sunday,Rain,Dry,Urban Road,T-Junction,Daylight,Signal,Urban,Car,Yes,No,Low
ACC11988,32,12,87.9,53.0,6.26,3,6.7,2,8.35,33.8,5,Tuesday,Cloudy,Dry,Urban Road,Crossroad,Poor,Signal,Urban,SUV,No,No,High
ACC11989,41,19,73.7,65.2,9.04,4,9.2,12,0.1,32.0,16,Friday,Clear,Dry,Rural Road,T-Junction,Daylight,Stop Sign,Suburban,Car,No,Yes,Medium
ACC11990,45,28,40.4,63.8,8.25,4,7.1,6,14.79,16.6,14,Thursday,Rain,Dry,Residential,Crossroad,Daylight,Traffic Police,Suburban,Motorcycle,No,No,Medium
ACC11991,18,6,67.3,42.3,9.02,2,13.2,9,35.6,25.9,2,Tuesday,Rain,Damaged,Urban Road,Roundabout,Daylight,Stop Sign,Urban,Car,Yes,No,Medium
ACC11992,31,9,46.6,100.0,5.39,3,7.9,3,0.32,21.9,1,Monday,Clear,Dry,Urban Road,Straight Road,Poor,Traffic Police,Suburban,Car,No,No,High
ACC11993,44,27,52.7,96.7,8.06,1,6.6,7,3.18,28.7,7,Sunday,Cloudy,Dry,Residential,T-Junction,Daylight,Uncontrolled,Urban,SUV,No,Yes,High
ACC11994,24,12,83.8,56.9,5.98,3,6.6,3,1.23,27.3,18,Sunday,Clear,Dry,Urban Road,Roundabout,Daylight,Uncontrolled,Suburban,Bus,No,No,Medium
ACC11995,39,28,67.0,53.4,3.84,5,8.0,4,45.75,20.1,6,Wednesday,Rain,Damaged,Residential,T-Junction,Poor,Signal,Suburban,Motorcycle,No,No,High
ACC11996,25,14,36.9,26.9,6.93,2,10.6,6,11.24,25.5,22,Wednesday,Rain,Dry,Urban Road,Roundabout,Street Lights,Signal,Rural,Motorcycle,No,Yes,Medium
ACC11997,39,33,59.8,73.0,12.0,4,7.4,4,14.47,14.8,20,Tuesday,Storm,Wet,Residential,Crossroad,Daylight,Signal,Urban,Truck,No,No,High
ACC11998,29,22,79.0,27.0,6.65,7,9.3,4,0.04,31.0,18,Wednesday,Clear,Damaged,Urban Road,Roundabout,Street Lights,Traffic Police,Urban,Car,No,No,Medium
ACC11999,36,29,65.1,52.8,9.1,5,9.6,6,0.21,34.7,7,Monday,Clear,Dry,Residential,Crossroad,Poor,Traffic Police,Urban,Bus,Yes,No,High
ACC12000,49,38,57.4,74.2,9.32,3,9.5,7,0.71,30.3,1,Friday,Clear,Wet,Urban Road,Straight Road,Daylight,Uncontrolled,Urban,Motorcycle,No,No,High
ACC12001,43,29,48.7,100.0,10.23,3,5.7,5,0.51,28.1,13,Thursday,Clear,Dry,Rural Road,Crossroad,Street Lights,Signal,Urban,Truck,No,No,Medium
ACC12002,27,19,58.8,58.3,8.48,4,9.4,8,0.04,13.5,22,Thursday,Clear,Dry,Urban Road,Intersection,Daylight,Signal,Urban,SUV,No,No,High
ACC12003,41,19,20.0,81.6,10.16,2,8.3,4,0.91,28.8,21,Wednesday,Fog,Wet,Urban Road,Straight Road,Street Lights,Traffic Police,Urban,Motorcycle,No,No,High
ACC12004,39,33,60.0,31.2,9.24,3,11.5,6,0.07,37.2,18,Tuesday,Clear,Wet,Rural Road,Roundabout,Daylight,Signal,Rural,Motorcycle,No,No,Low
ACC12005,48,24,39.7,43.6,12.0,2,9.0,8,0.4,40.2,1,Wednesday,Clear,Dry,Highway,Roundabout,Street Lights,Uncontrolled,Urban,SUV,No,Yes,Low
ACC12006,36,30,37.2,44.7,5.95,3,8.6,6,13.92,35.0,1,Sunday,Rain,Dry,Residential,Intersection,Daylight,Signal,Rural,SUV,Yes,No,Medium
ACC12007,36,13,63.9,55.5,10.47,3,10.5,5,0.16,23.5,17,Monday,Clear,Dry,Highway,Roundabout,Street Lights,Signal,Rural,SUV,No,No,Low
ACC12008,44,34,61.9,23.2,8.9,3,7.6,1,2.97,27.8,4,Saturday,Rain,Dry,Residential,Straight Road,Daylight,Uncontrolled,Rural,Motorcycle,Yes,No,Medium
ACC12009,44,19,55.0,47.9,6.74,4,14.1,4,0.95,22.8,11,Tuesday,Clear,Dry,Highway,Straight Road,Daylight,Signal,Rural,Car,No,No,Medium
ACC12010,72,55,56.3,20.3,7.96,2,6.7,5,4.02,29.5,15,Friday,Cloudy,Dry,Residential,Crossroad,Daylight,Signal,Suburban,Car,No,No,Low
ACC12011,52,47,46.8,84.5,12.0,2,7.9,8,0.12,29.6,0,Monday,Clear,Dry,Residential,T-Junction,Street Lights,Traffic Police,Suburban,Car,No,No,Low
ACC12012,35,24,25.8,48.1,7.84,2,6.1,8,0.14,23.2,23,Friday,Clear,Wet,Urban Road,Roundabout,Daylight,Uncontrolled,Urban,Truck,No,No,Low
ACC12013,34,10,56.3,41.2,10.37,3,4.7,13,5.86,21.6,23,Tuesday,Fog,Dry,Residential,Intersection,Daylight,Uncontrolled,Urban,Car,No,No,Medium
ACC12014,27,16,68.7,33.6,8.72,3,7.7,4,1.48,28.7,13,Friday,Clear,Dry,Rural Road,Straight Road,Daylight,Uncontrolled,Rural,Truck,No,No,Medium
ACC12015,19,7,38.4,48.1,11.44,5,7.9,1,3.9,33.1,11,Monday,Cloudy,Dry,Urban Road,Straight Road,Street Lights,Signal,Urban,SUV,Yes,No,Low
ACC12016,36,30,48.9,66.2,7.68,6,7.0,6,0.14,45.0,10,Monday,Clear,Damaged,Highway,Straight Road,Daylight,Signal,Urban,SUV,No,No,High
ACC12017,18,8,55.6,38.0,10.64,3,5.0,8,0.3,19.8,5,Wednesday,Clear,Dry,Urban Road,T-Junction,Street Lights,Stop Sign,Suburban,Car,No,No,Low
ACC12018,57,47,54.8,62.2,7.25,5,11.5,2,1.5,32.9,4,Saturday,Fog,Dry,Rural Road,T-Junction,Daylight,Signal,Suburban,Car,No,No,Medium
ACC12019,26,7,57.9,70.8,8.63,4,7.0,2,0.44,32.5,1,Tuesday,Clear,Dry,Urban Road,Roundabout,Daylight,Signal,Rural,Bus,No,No,Medium
ACC12020,49,34,59.2,55.5,5.09,3,7.1,6,15.12,30.4,6,Thursday,Rain,Wet,Urban Road,Intersection,Street Lights,Uncontrolled,Urban,Motorcycle,No,No,Medium
ACC12021,34,26,40.2,29.7,5.61,2,9.4,6,44.88,38.2,19,Sunday,Storm,Dry,Highway,T-Junction,Poor,Signal,Suburban,Bus,No,No,High
ACC12022,41,20,66.4,71.8,8.12,3,8.3,3,2.8,22.9,7,Saturday,Cloudy,Wet,Highway,Crossroad,Daylight,Uncontrolled,Urban,SUV,No,No,Medium
ACC12023,21,4,49.7,71.1,7.76,3,6.7,9,0.02,21.6,4,Thursday,Fog,Damaged,Residential,T-Junction,Daylight,Signal,Rural,Motorcycle,No,No,High
ACC12024,42,32,70.5,84.1,3.99,2,9.1,6,0.23,16.4,9,Friday,Clear,Wet,Residential,Straight Road,Daylight,Signal,Urban,Car,No,No,High
ACC12025,37,28,60.5,65.5,8.66,2,9.1,12,0.01,15.8,21,Thursday,Clear,Wet,Highway,Intersection,Street Lights,Signal,Rural,Motorcycle,No,No,Medium
ACC12026,57,34,64.6,36.9,8.44,4,6.2,7,0.45,16.2,17,Thursday,Clear,Dry,Urban Road,Roundabout,Daylight,Uncontrolled,Urban,Truck,No,No,Medium
ACC12027,21,3,75.4,59.6,5.75,2,10.0,4,6.04,22.5,0,Sunday,Rain,Dry,Rural Road,T-Junction,Street Lights,Signal,Urban,Car,No,No,Medium
ACC12028,21,0,66.1,60.4,10.57,4,7.4,6,5.57,34.8,20,Monday,Storm,Icy,Highway,Straight Road,Daylight,Stop Sign,Urban,Bus,No,No,High
ACC12029,24,14,71.6,22.2,8.15,5,11.6,7,0.24,25.6,12,Monday,Clear,Dry,Highway,Crossroad,Daylight,Uncontrolled,Urban,SUV,No,No,Medium
ACC12030,18,1,85.7,11.5,5.62,1,11.2,9,8.29,29.0,19,Monday,Rain,,Urban Road,Crossroad,Daylight,Signal,Suburban,Car,Yes,Yes,High
ACC12031,26,20,35.9,72.5,9.97,4,10.0,8,0.25,18.0,17,Thursday,Clear,Wet,Highway,Roundabout,Street Lights,Stop Sign,Urban,SUV,No,No,Medium
ACC12032,25,8,46.7,52.2,3.16,4,9.4,10,2.38,27.9,13,Friday,Cloudy,Dry,Urban Road,Roundabout,Street Lights,Traffic Police,Urban,Truck,No,No,High
ACC12033,35,26,48.5,43.6,3.9,2,7.1,5,1.33,14.6,23,Tuesday,Cloudy,Dry,Rural Road,T-Junction,Daylight,Stop Sign,Urban,SUV,No,Yes,Medium
ACC12034,36,18,81.5,77.3,4.54,2,5.3,8,46.34,21.7,10,Sunday,Storm,Dry,Highway,Roundabout,Poor,Signal,Rural,Car,No,No,High
ACC12035,19,0,57.4,85.5,8.64,3,5.1,5,8.31,26.6,17,Wednesday,Cloudy,Dry,Residential,Straight Road,Daylight,Stop Sign,Urban,Car,No,No,Medium
ACC12036,48,34,45.1,37.4,9.59,4,5.8,3,0.01,23.2,14,Friday,Clear,Wet,Highway,Straight Road,Street Lights,Stop Sign,Urban,Car,No,No,Medium
ACC12037,42,31,40.3,100.0,5.9,6,11.0,9,0.6,33.7,5,Sunday,Clear,Dry,Urban Road,Straight Road,Daylight,Signal,Suburban,Car,No,No,Medium
ACC12038,45,38,71.2,26.6,8.97,3,9.9,9,0.02,15.5,10,Sunday,Clear,Dry,Residential,T-Junction,Daylight,Signal,Rural,Car,No,Yes,Medium
ACC12039,48,30,64.0,65.5,11.46,3,8.5,3,2.01,30.3,8,Monday,Clear,Dry,Highway,T-Junction,Street Lights,Signal,Rural,SUV,No,No,Medium
ACC12040,24,7,31.6,50.1,,2,8.6,4,0.03,25.7,10,Friday,Clear,Wet,Urban Road,Roundabout,Street Lights,Signal,Rural,Motorcycle,No,No,Low
ACC12041,29,13,47.1,88.4,4.53,3,8.8,4,1.12,25.6,16,Tuesday,Fog,Wet,Highway,T-Junction,Daylight,Signal,Urban,SUV,Yes,No,High
ACC12042,39,15,22.2,63.3,12.0,3,8.2,7,1.18,40.1,3,Saturday,Cloudy,Dry,Highway,Straight Road,Street Lights,Stop Sign,Rural,Motorcycle,Yes,No,Low
ACC12043,49,24,72.9,44.6,8.56,3,10.4,5,2.93,24.5,0,Monday,Cloudy,Wet,Rural Road,Intersection,Daylight,Signal,Suburban,Car,No,No,High
ACC12044,39,20,58.5,98.6,5.01,2,10.2,7,0.02,23.1,3,Tuesday,Clear,Dry,Highway,Straight Road,Street Lights,Uncontrolled,Rural,Motorcycle,No,No,High
ACC12045,35,26,54.9,48.1,6.72,2,9.6,6,1.72,29.3,4,Saturday,Fog,Damaged,Rural Road,Intersection,Daylight,Stop Sign,Urban,SUV,No,No,High
ACC12046,28,4,32.2,62.1,1.72,4,7.1,8,9.62,24.6,21,Wednesday,Rain,Dry,Urban Road,Roundabout,Street Lights,Uncontrolled,Rural,Motorcycle,No,No,High
ACC12047,21,9,46.5,13.5,5.35,3,7.2,7,0.15,37.0,3,Friday,Clear,Wet,Highway,Crossroad,Daylight,Stop Sign,Urban,Car,No,No,Medium
ACC12048,48,41,69.1,13.7,8.34,5,8.8,4,18.68,23.6,8,Wednesday,Rain,Dry,Residential,T-Junction,Daylight,Signal,Suburban,SUV,No,Yes,High
ACC12049,31,21,52.6,34.6,8.7,3,6.4,9,3.73,31.4,13,Sunday,Cloudy,Dry,Rural Road,T-Junction,Daylight,Stop Sign,Urban,Car,No,No,Low
ACC12050,36,14,48.5,53.2,3.69,2,6.9,4,0.54,25.8,14,Thursday,Clear,Dry,Urban Road,Straight Road,Daylight,Uncontrolled,Urban,Truck,No,No,Medium
ACC12051,54,45,88.0,96.5,9.11,2,6.5,5,1.93,22.1,20,Friday,Cloudy,Damaged,Urban Road,Straight Road,Daylight,Signal,Urban,Motorcycle,No,No,High
ACC12052,31,18,29.0,56.1,7.0,3,7.1,11,4.08,22.7,12,Sunday,Cloudy,Dry,Urban Road,Intersection,Daylight,Signal,Urban,Car,No,No,Medium
ACC12053,36,26,46.4,81.6,8.86,2,5.6,4,0.27,23.2,14,Saturday,Clear,Damaged,Rural Road,T-Junction,Street Lights,Signal,Suburban,Car,No,No,High
ACC12054,30,24,42.9,44.9,11.57,3,7.4,9,0.19,30.7,7,Thursday,Fog,Dry,Rural Road,Roundabout,Daylight,Signal,Suburban,SUV,No,No,Low
ACC12055,21,5,68.0,96.4,9.95,2,8.0,5,26.11,19.8,11,Tuesday,,,Rural Road,Straight Road,Street Lights,Signal,Suburban,SUV,No,No,High
ACC12056,39,21,62.8,72.7,7.98,2,8.4,6,18.01,28.6,23,Thursday,Rain,Dry,Highway,T-Junction,Street Lights,Signal,Urban,Motorcycle,No,No,High
ACC12057,18,0,56.5,57.0,7.11,5,6.7,8,2.46,25.9,18,Saturday,Cloudy,Wet,Rural Road,Crossroad,Poor,Signal,Rural,Car,No,No,High
ACC12058,51,38,37.9,,5.7,3,11.3,5,3.75,29.5,22,Saturday,Clear,Dry,Highway,Intersection,Poor,Uncontrolled,Suburban,Car,No,No,Medium
ACC12059,18,10,62.6,56.0,4.65,7,10.1,5,4.41,19.1,23,Tuesday,Rain,Damaged,Urban Road,Straight Road,Poor,Signal,Urban,Car,No,No,High
ACC12060,32,14,24.5,59.9,5.86,2,7.5,5,8.01,28.2,14,Wednesday,Cloudy,Damaged,Highway,Straight Road,Street Lights,Stop Sign,Suburban,Motorcycle,No,No,Low
ACC12061,30,7,51.6,71.8,9.93,2,9.8,7,1.05,21.9,11,Monday,Clear,Damaged,Residential,Roundabout,Daylight,Stop Sign,Urban,Car,No,No,Medium
ACC12062,48,41,47.4,69.5,7.35,3,9.4,6,2.81,33.6,14,Wednesday,Cloudy,Dry,Rural Road,Straight Road,Street Lights,Stop Sign,Urban,Car,No,No,Medium
ACC12063,27,18,73.7,24.5,3.74,3,9.3,8,18.74,27.6,1,Sunday,,Wet,Highway,T-Junction,Poor,Signal,Urban,Motorcycle,No,No,High
ACC12064,18,6,68.2,58.6,6.48,2,9.9,4,6.7,26.7,0,Thursday,Cloudy,Wet,Highway,T-Junction,Daylight,Stop Sign,Suburban,Truck,No,No,High
ACC12065,21,3,67.9,80.6,11.01,3,8.3,8,1.45,30.2,12,Tuesday,Clear,Dry,Residential,T-Junction,Daylight,Signal,Urban,SUV,No,No,Medium
ACC12066,18,3,60.7,61.9,7.14,9,8.1,8,16.58,36.2,15,Thursday,Rain,Wet,Highway,Crossroad,Daylight,Signal,Urban,Motorcycle,No,No,High
ACC12067,45,26,80.6,64.4,4.39,4,4.6,8,0.04,20.1,8,Saturday,Clear,Dry,Urban Road,Crossroad,Street Lights,Stop Sign,Rural,Truck,Yes,No,High
ACC12068,56,50,72.0,78.6,8.78,5,10.2,8,1.56,26.8,2,Sunday,Clear,Dry,Residential,Straight Road,Daylight,Signal,Urban,Car,No,No,High
ACC12069,49,28,39.0,73.2,8.42,2,9.7,5,0.01,27.6,1,Sunday,Clear,Dry,Residential,Crossroad,Street Lights,Signal,Urban,Motorcycle,No,No,Medium
ACC12070,36,11,49.8,34.4,6.32,3,11.0,6,0.05,24.6,8,Monday,Clear,Dry,Urban Road,Crossroad,Street Lights,Signal,Rural,Truck,No,No,Low
ACC12071,39,33,69.2,25.4,8.8,3,5.7,6,18.52,28.1,11,Friday,Rain,Dry,Highway,Roundabout,Poor,Signal,Urban,Truck,Yes,No,High
ACC12072,32,17,62.2,94.1,8.72,4,11.4,4,0.54,17.5,10,Friday,Cloudy,Dry,Highway,Crossroad,Street Lights,Signal,Suburban,Motorcycle,No,No,Medium
ACC12073,29,9,57.3,49.4,8.14,2,11.8,6,0.02,36.3,6,Friday,Clear,Wet,Urban Road,Intersection,Street Lights,Traffic Police,Urban,Motorcycle,No,Yes,High
ACC12074,41,26,64.4,45.3,11.3,3,9.9,7,2.81,24.9,21,Thursday,Fog,Dry,Residential,Intersection,Daylight,Signal,Suburban,SUV,Yes,No,Medium
ACC12075,21,4,23.6,55.4,8.66,2,9.3,8,2.71,23.3,12,Friday,Fog,Dry,Highway,Intersection,Daylight,Stop Sign,Urban,Truck,No,No,Medium
ACC12076,41,18,65.2,90.6,7.83,4,8.6,6,5.43,24.7,14,Tuesday,Fog,Dry,Residential,Straight Road,Daylight,Uncontrolled,Rural,Truck,Yes,No,High
ACC12077,35,19,78.4,56.8,8.33,1,6.8,3,0.8,33.7,2,Monday,Clear,Dry,Urban Road,T-Junction,Daylight,Stop Sign,Urban,Bus,No,No,High
ACC12078,43,33,71.3,55.8,8.55,5,8.9,6,2.89,29.1,1,Sunday,Cloudy,Wet,Highway,Roundabout,Daylight,Traffic Police,Suburban,Car,Yes,No,High
ACC12079,41,21,105.9,44.3,9.03,2,9.4,6,27.18,32.0,17,Saturday,Storm,Dry,Urban Road,Straight Road,Street Lights,Uncontrolled,Rural,Motorcycle,No,No,High
ACC12080,22,9,66.3,33.0,7.85,2,10.6,6,12.18,33.2,3,Wednesday,Rain,Wet,Rural Road,T-Junction,Street Lights,Uncontrolled,Rural,SUV,No,Yes,High
ACC12081,44,33,55.3,,11.7,1,11.8,8,0.12,16.0,0,Saturday,Clear,Dry,Highway,Roundabout,Street Lights,Traffic Police,Urban,Car,No,No,Low
ACC12082,52,42,85.7,58.8,5.47,4,8.7,6,1.08,33.8,14,Tuesday,,Wet,Highway,Roundabout,Daylight,Signal,Rural,Car,No,No,High
ACC12083,44,37,42.1,32.6,10.08,3,9.1,4,2.25,23.6,0,Monday,Cloudy,Dry,Urban Road,Roundabout,Daylight,Stop Sign,Urban,Truck,No,No,Low
ACC12084,25,1,49.6,47.3,6.72,1,8.8,6,6.9,25.4,6,Wednesday,Fog,Dry,Urban Road,Intersection,Street Lights,Uncontrolled,Suburban,Car,No,Yes,High
ACC12085,45,29,56.5,46.4,8.07,4,12.5,4,6.89,18.8,5,Friday,Cloudy,Wet,Urban Road,Intersection,Daylight,Stop Sign,Urban,Motorcycle,Yes,No,High
ACC12086,40,16,43.2,68.9,10.86,4,7.8,2,1.28,29.5,19,Wednesday,Cloudy,Dry,Urban Road,Intersection,Daylight,Traffic Police,Urban,Car,No,No,Low
ACC12087,18,0,70.1,5.0,9.56,3,4.6,7,0.03,25.5,12,Sunday,Clear,Wet,Highway,Roundabout,Daylight,Signal,Urban,Motorcycle,No,Yes,Medium
ACC12088,33,27,73.7,96.5,8.22,3,7.8,6,25.89,29.1,0,Thursday,Rain,Wet,Highway,Roundabout,Daylight,Signal,Suburban,Truck,Yes,No,High
ACC12089,44,34,49.3,64.1,7.77,1,10.4,8,19.76,22.9,13,Thursday,Rain,Dry,Highway,Intersection,Daylight,Traffic Police,Urban,Motorcycle,No,No,Medium
ACC12090,34,23,63.8,68.7,5.13,4,4.8,7,0.1,34.3,9,Friday,Clear,Dry,Highway,Roundabout,Daylight,Signal,Urban,Car,No,No,High
ACC12091,41,26,63.4,32.8,11.35,3,8.5,6,13.28,30.4,9,Friday,Rain,Dry,Urban Road,Intersection,Daylight,Uncontrolled,Urban,Car,No,No,Low
ACC12092,29,10,64.5,53.3,8.3,2,5.6,7,11.78,31.6,1,Tuesday,Storm,Damaged,Urban Road,Intersection,Street Lights,Signal,Rural,Car,No,No,Medium
ACC12093,38,19,53.4,67.5,9.25,4,9.3,4,0.91,27.1,1,Tuesday,Clear,Wet,Urban Road,Intersection,Daylight,Uncontrolled,Suburban,Motorcycle,No,No,Low
ACC12094,49,24,44.9,74.3,11.4,2,12.7,4,0.64,26.7,0,Saturday,Cloudy,Dry,Rural Road,T-Junction,Daylight,Traffic Police,Urban,Car,Yes,No,Low
ACC12095,41,18,83.2,73.5,7.24,4,5.4,3,0.24,34.7,22,Sunday,Clear,Dry,Highway,Roundabout,Poor,Signal,Rural,Bus,No,No,High
ACC12096,38,29,44.6,64.7,5.2,5,9.2,9,5.37,28.5,13,Thursday,Rain,Dry,Urban Road,Straight Road,Street Lights,Signal,Suburban,Truck,No,No,High
ACC12097,36,14,51.9,47.9,6.26,6,10.8,5,5.15,31.6,22,Monday,Cloudy,Wet,Urban Road,Intersection,Daylight,Signal,Urban,Car,No,No,High
ACC12098,34,12,75.7,25.1,5.15,2,12.2,5,6.59,21.6,18,Tuesday,Cloudy,Dry,Residential,Straight Road,Poor,Uncontrolled,Urban,Car,No,No,High
ACC12099,27,11,57.4,52.1,12.0,5,12.7,6,5.44,28.5,11,Monday,Rain,Dry,Rural Road,T-Junction,Daylight,Uncontrolled,Urban,Car,No,No,Medium
ACC12100,32,20,98.7,100.0,6.84,1,9.2,5,0.41,29.0,0,Saturday,Clear,Damaged,Rural Road,Roundabout,Daylight,Signal,Suburban,Motorcycle,No,Yes,High
ACC12101,37,28,40.7,25.3,3.29,4,10.8,5,2.12,25.6,23,Thursday,Fog,Dry,Highway,Intersection,Poor,Signal,Rural,Car,Yes,No,High
ACC12102,18,9,43.7,19.9,4.49,3,10.9,10,0.29,30.0,12,Tuesday,Cloudy,Dry,Urban Road,Intersection,Poor,Uncontrolled,Urban,Car,No,No,Medium
ACC12103,49,37,53.7,100.0,12.0,2,9.1,9,1.78,15.9,5,Monday,Clear,Damaged,Residential,Intersection,Daylight,Uncontrolled,Urban,Car,No,No,Medium
ACC12104,29,14,73.5,59.2,8.71,1,6.2,6,22.5,18.8,17,Saturday,Rain,Wet,Rural Road,Straight Road,Street Lights,Signal,Urban,SUV,No,No,High
ACC12105,22,5,59.4,20.4,10.24,3,10.4,6,16.72,21.4,23,Monday,Rain,Dry,Urban Road,T-Junction,Street Lights,Signal,Urban,Truck,No,Yes,Medium
ACC12106,57,45,67.9,59.5,4.79,5,11.9,4,1.45,24.4,11,Tuesday,Clear,Dry,Rural Road,Roundabout,Daylight,Uncontrolled,Suburban,SUV,No,No,Medium
ACC12107,37,25,87.1,50.8,10.69,5,5.6,5,4.24,24.5,9,Friday,Fog,Dry,Rural Road,T-Junction,Daylight,Stop Sign,Suburban,Car,No,No,High
ACC12108,47,42,20.0,96.4,4.81,4,9.6,4,0.97,29.1,18,Saturday,Fog,Dry,Urban Road,Intersection,Daylight,Traffic Police,Urban,Car,No,No,High
ACC12109,28,23,27.6,92.7,7.39,4,7.8,5,0.07,21.0,14,Saturday,Clear,Damaged,Highway,T-Junction,Poor,Stop Sign,Rural,Car,No,No,High
ACC12110,47,24,46.6,67.2,8.74,4,9.3,4,36.25,27.9,23,Wednesday,Storm,Dry,Urban Road,Straight Road,Daylight,Uncontrolled,Urban,SUV,Yes,No,High
ACC12111,43,38,55.1,73.8,8.05,5,7.5,6,1.6,22.5,0,Friday,Clear,Wet,Urban Road,Crossroad,Street Lights,Stop Sign,Rural,Car,No,No,Medium
ACC12112,32,26,34.2,53.7,8.48,4,9.5,11,1.14,28.9,1,Saturday,Clear,Damaged,Rural Road,Crossroad,Daylight,Traffic Police,Urban,Motorcycle,No,No,High
ACC12113,18,9,81.7,100.0,6.04,4,10.4,6,0.01,22.7,18,Wednesday,Clear,Dry,Urban Road,Roundabout,Daylight,Signal,Suburban,Car,No,No,High
ACC12114,47,27,60.3,60.2,7.46,3,7.3,6,4.59,24.6,7,Monday,Fog,Dry,Rural Road,Roundabout,Street Lights,Signal,Urban,Truck,No,No,High
ACC12115,33,14,81.1,41.3,5.29,2,7.8,6,13.42,18.7,14,Tuesday,Rain,Dry,Residential,T-Junction,Street Lights,Signal,Urban,Car,No,No,High
ACC12116,48,30,56.1,89.4,11.49,7,7.7,10,0.42,20.6,8,Saturday,Clear,Damaged,Urban Road,Roundabout,Daylight,Uncontrolled,Rural,Motorcycle,No,No,High
ACC12117,31,15,56.1,64.6,7.7,3,11.4,4,0.3,22.8,19,Thursday,Clear,Wet,Highway,Straight Road,Daylight,Stop Sign,Urban,SUV,No,No,Low
ACC12118,34,25,39.4,54.2,5.37,3,11.9,11,1.73,24.3,1,Tuesday,Cloudy,Dry,Rural Road,Intersection,Street Lights,Signal,Rural,Motorcycle,No,No,High
ACC12119,39,26,57.5,41.5,12.0,4,5.0,8,0.4,18.4,9,Friday,Clear,Wet,Rural Road,Intersection,Daylight,Stop Sign,Suburban,Motorcycle,No,No,Low
ACC12120,57,42,78.9,50.1,6.82,1,9.1,3,0.45,27.6,14,Wednesday,Fog,Dry,Rural Road,T-Junction,Daylight,Signal,Rural,Motorcycle,No,No,High
ACC12121,26,9,68.3,89.5,9.89,1,8.4,6,12.22,29.8,15,Tuesday,Rain,Damaged,Urban Road,Intersection,Street Lights,Signal,Rural,Bus,Yes,No,High
ACC12122,30,21,69.6,57.6,6.72,4,7.3,4,7.85,33.0,17,Wednesday,Cloudy,Dry,Highway,T-Junction,Daylight,Signal,Urban,Car,No,Yes,High
ACC12123,29,9,49.6,56.7,8.2,4,10.1,3,10.01,23.6,12,Friday,Storm,Dry,Highway,Roundabout,Daylight,Stop Sign,Suburban,Car,No,No,High
ACC12124,28,17,41.2,14.3,,1,8.5,3,1.0,25.7,16,Friday,Clear,Damaged,Residential,Roundabout,Daylight,Uncontrolled,Rural,Bus,No,No,Low
ACC12125,34,16,47.0,53.4,7.46,4,11.9,4,4.28,24.7,18,Tuesday,Storm,Dry,Urban Road,Straight Road,Poor,Uncontrolled,Urban,Motorcycle,No,No,High
ACC12126,47,32,66.5,56.7,9.31,2,9.3,11,7.65,17.4,3,Saturday,Rain,Dry,Residential,Intersection,Daylight,Traffic Police,Rural,SUV,No,No,Medium
ACC12127,31,14,38.7,65.8,10.87,3,6.7,8,1.03,26.6,23,Thursday,Cloudy,Dry,Urban Road,Straight Road,Street Lights,Signal,Suburban,Truck,No,No,Low
ACC12128,56,43,53.9,48.5,5.65,3,8.3,6,0.25,31.1,13,Saturday,Clear,Dry,Residential,Crossroad,Daylight,Uncontrolled,Suburban,Motorcycle,No,No,Medium
